,Unnamed: 0.13,Unnamed: 0.12,Unnamed: 0.11,Unnamed: 0.10,Unnamed: 0.9,Unnamed: 0.8,Unnamed: 0.7,Unnamed: 0.6,Unnamed: 0.5,Unnamed: 0.4,Unnamed: 0.3,Unnamed: 0.2,Unnamed: 0.1,index,Unnamed: 0,bookId,title,series,author,rating,description,language,isbn,genres,characters,bookFormat,edition,pages,publisher,publishDate,firstPublishDate,awards,numRatings,ratingsByStars,likedPercent,setting,coverImg,bbeScore,bbeVotes,price,Fiction,Nonfiction,Young Adult,Childrens,New Adult,Fantasy,Erotica,History,Dystopia,Poetry,Biography,Manga,Thriller,Graphic Novels,Romance,university,relationships,break ups,divorce,weddings,death,family,friendship,labeled? ,Contains True?
645,645,645,645,645,645,645,645,645,645,645,645,645,645,645,"44,558",30653195-lumbersexual,Lumbersexual,False,Leslie McAdam (Goodreads Author),3.87,"If you had the choice, would you say yes to the bearded manwhore? Would you let him take you skinny-dipping? Would you let him kiss you by a waterfall? With that reputation? Of course not. You have too much self respect for that, let alone all your trust issues. But would it change your mind if you were sick of being in the friend zone? If you had the chance for a simple summer fling while you let your nerdy girl heart sing in the beauty and grandeur of Yosemite National Park? If that sexy forest ranger made your body shiver in ways you’d never experienced before?Yeah, I’d be tempted too. An illustrated novella and winner, First Place in Romance, Summer Indie Book Awards",English,B01HKQU16E,"['Romance', 'New Adult', 'Contemporary Romance', 'Novella', 'Contemporary']",[],Kindle Edition,False,153,False,June 30th 2016,False,[],411,"['146', '126', '94', '28', '17']",89.0,[],https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1466525783l/30653195._SY475_.jpg,70,1,False,False,False,False,False,New Adult,False,False,False,False,False,False,False,False,False,Romance,False,True,False,False,False,False,False,True,False,1.0
646,646,646,646,646,646,646,646,646,646,646,646,646,646,646,"6,434",4961571-whispers-of-the-dead,Whispers of the Dead,David Hunter #3,Simon Beckett,4.08,"In plain black letters were the words Anthropological Research Facility,' but it was better known but another, less formal name. Most people just called it The Body Farm.The victim has been bound and torturer, the body decomposed beyond recognition...A second body is found.In America to escape the violence that nearly killed him, forensics expert David Hunter needs to know whether he is still up to the job of confronting death in all its strange and terrible forms.Then a body is found in a remote cabin out in the woods. And then another...Pushed deep into the heart of a terrifying manhunt, Hunter begins to wonder if they're on the trail of a maniac who simply cannot be stopped.Shocking, cunning and heart-stoppingly exciting, here is the new crime thriller from a No. 1 intentional bestselling storyteller.(back cover)",English,"9,780,000,000,000.00","['Thriller', 'Crime', 'Mystery', 'Fiction', 'Mystery Thriller', 'Suspense', 'Audiobook', 'German Literature', 'British Literature', 'Adult']",['David Hunter'],Paperback,False,319,Bantam Press,"$44,571.00",False,[],"9,545","['3405', '3977', '1801', '290', '72']",96.0,"['Knoxville, Tennessee (United States)']",https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1327915342l/4961571.jpg,425,5,$2.20,Fiction,False,False,False,False,False,False,False,False,False,False,False,Thriller,False,False,False,False,False,False,False,False,False,False,Yes,0.0
647,647,647,647,647,647,647,647,647,647,647,647,647,647,647,"10,516",54807.Comanche_Moon,Comanche Moon,Lonesome Dove #4,Larry McMurtry,4.04,"THE NATIONAL BESTSELLER  The second book of Larry McMurtry's Lonesome Dove tetralogy, Comanche Moon takes us once again into the world of the American West.  Texas Rangers August McCrae and Woodrow Call, now in their middle years, continue to deal with the ever-increasing tensions of adult life -- Gus with his great love, Clara Forsythe, and Call with Maggie Tilton, the young whore who loves him. Two proud but very different men, they enlist with the Ranger troop in pursuit of Buffalo Hump, the great Comanche war chief; Kicking Wolf, the celebrated Comanche horse thief; and a deadly Mexican bandit king with a penchant for torture. Assisting the Rangers in their wild chase is the renowned Kickapoo tracker, Famous Shoes.  Comanche Moon closes the twenty-year gap between Dead Man's Walk and Lonesome Dove, following beloved heroes Gus and Call and their comrades in arms -- Deets, Jake Spoon, and Pea Eye Parker -- in their bitter struggle to protect the advancing West frontier against the defiant Comanches, courageously determined to defend their territory and their way of life.",English,"9,780,000,000,000.00","['Westerns', 'Fiction', 'Historical Fiction', 'Adventure', 'Historical', 'Novels', 'Audiobook', 'American', 'Adult Fiction', 'Adult']",[],Paperback,False,716,Simon Schuster,October 17th 2000,10/29/1997,['Spur Award for Best Novel of the West (1998)'],"11,664","['3800', '5036', '2424', '345', '59']",97.0,[],https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1371294499l/54807.jpg,234,3,$7.64,Fiction,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.0
648,648,648,648,648,648,648,648,648,648,648,648,648,648,648,"10,425",12413836-avatar,"Avatar: The Last Airbender: The Promise, Part 1",Avatar: The Last Airbender Comics #1.1,"Gene Luen Yang (Goodreads Author), Bryan Konietzko, Michael Dante DiMartino (Goodreads Author), Gurihiru (Artist)",4.26,"The war is over...but the adventure has just begun!

Picking up exactly where Avatar: The Last Airbender left off. The Promise takes Aang to a Fire Nation colony in the heart of the Earth Nation, where tensions between neighbors threaten to shatter the world's newfound peace--putting the Avatar on a collision course with one of his closest friends, Fire Lord Zuko!",English,"9,780,000,000,000.00","['Graphic Novels', 'Comics', 'Fantasy', 'Manga', 'Young Adult', 'Fiction', 'Graphic Novels Comics', 'Adventure', 'Childrens', 'Middle Grade']",[],Paperback,False,76,Dark Horse Comics,January 25th 2012,False,['Goodreads Choice Award Nominee for Graphic Novels & Comics (2012)'],"24,135","['12421', '7063', '3489', '757', '405']",95.0,[],https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1335027742l/12413836.jpg,238,3,$10.25,Fiction,False,Young Adult,Childrens,False,Fantasy,False,False,False,False,False,Manga,False,Graphic Novels,False,False,False,False,False,False,False,False,True,False,1.0
649,649,649,649,649,649,649,649,649,649,649,649,649,649,649,"7,142",36373481-the-death-of-mrs-westaway,The Death of Mrs. Westaway,False,Ruth Ware (Goodreads Author),3.82,"On a day that begins like any other, Hal receives a mysterious letter bequeathing her a substantial inheritance. She realizes very quickly that the letter was sent to the wrong person—but also that the cold-reading skills she’s honed as a tarot card reader might help her claim the money.Soon, Hal finds herself at the funeral of the deceased…where it dawns on her that there is something very, very wrong about this strange situation and the inheritance at the centre of it.",English,"9,780,000,000,000.00","['Mystery', 'Thriller', 'Fiction', 'Mystery Thriller', 'Audiobook', 'Suspense', 'Adult', 'Gothic', 'Adult Fiction', 'Contemporary']",[],Hardcover,False,388,Scout Press,May 29th 2018,False,"['Audie Award Nominee for Thriller/Suspense (2019)', 'Goodreads Choice Award Nominee for Mystery & Thriller (2018)']","106,871","['23528', '48440', '28124', '5492', '1287']",94.0,[],https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1601567084l/36373481._SY475_.jpg,375,4,False,Fiction,False,False,False,False,False,False,False,False,False,False,False,Thriller,False,False,False,False,False,False,False,False,False,False,Yes,0.0
650,650,650,650,650,650,650,650,650,650,650,650,650,650,650,"17,202",6657648-lord-sunday,Lord Sunday,The Keys to the Kingdom #7,Garth Nix (Goodreads Author),4.00,"On the seventh day, there was a choice.The House is falling apart, and when it is destroyed, all existence will be destroyed with it, Arthur Penhaligon and his friends Leaf and Suzy are caught in the chaos, separated by events but drawn together in their fight to survive. They must use every power at their disposal - magical or practical - to defeat the enemies attacking them from all sides.For Arthur, the biggest challenge comes from Lord Sunday, the most illusive of the trustees of the will. Lord Sunday's magic is unlike any Arthur has encountered before - and his secrets have the potential to destroy not only Arthur but also the people he holds most dear.On Monday, Arthur Penhaligon was just an ordinary boy thrust into an extraordinary situation. From Tuesday to Saturday, he emerged as the Rightful Heir to the Architect who created everything within the House. Now, on Sunday, he will face a choice of astonishing proportions - the remarkable conclusion to a completely unforeseen adventure.",English,"9,780,000,000,000.00","['Fantasy', 'Young Adult', 'Fiction', 'Childrens', 'Middle Grade', 'Adventure', 'Magic', 'Young Adult Fantasy', 'Teen', 'Audiobook']",[],Hardcover,1st Edition,320,Scholastic,March 1st 2010,1/1/2010,"['Locus Award Nominee for Best Young Adult Novel (2011)', 'Goodreads Choice Award Nominee (2010)', 'Carnegie Medal Nominee (2011)']","14,149","['5143', '4944', '3163', '734', '165']",94.0,[],https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1304529231l/6657648.jpg,119,2,$7.17,Fiction,False,Young Adult,Childrens,False,Fantasy,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,1.0
651,651,651,651,651,651,651,651,651,651,651,651,651,651,651,"48,924",352179.The_Report_Card,The Report Card,False,Andrew Clements,3.87,"A fifth-grade genius turns the spotlight on grades - good and bad - in this novel from Andrew Clements, the author of Frindle.Nora Rose Rowley is a genius, but don't tell anyone. She's managed to make it to the fifth grade without anyone figuring out that she's not just an ordinary kid, and she wants to keep it that way. But then Nora gets fed up with the importance everyone attaches to test scores and grades, and she purposely brings home a terrible report card just to prove a point. Suddenly the attention she's successfully avoided all her life is focused on her, and her secret is out. And that's when things start to get really complicated....",English,"9,780,000,000,000.00","['Realistic Fiction', 'Fiction', 'Childrens', 'Middle Grade', 'School', 'Contemporary', 'Chapter Books', 'Young Adult', 'Juvenile', 'School Stories']",[],Paperback,False,192,Atheneum Books for Young Readers,January 1st 2006,6/26/1905,"[""Charlie May Simon Children's Book Award (2007)"", ""William Allen White Children's Book Award (2007)""]","11,797","['3742', '4024', '3017', '771', '243']",91.0,[],https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1388296775l/352179.jpg,46,1,$3.23,Fiction,False,Young Adult,Childrens,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.0
652,652,652,652,652,652,652,652,652,652,652,652,652,652,652,"24,971",18804219-lady-fiasco,Lady Fiasco,My Notorious Aunt #1,Kathleen Baldwin (Goodreads Author),3.75,"Can a lady with a reputation for disaster, stumble into love?An unusual heroine, Fiona Hawthorn grew up running free. Without a mother to restrain her, she spends her days riding her horse neck or nothing across her father’s fields and swimming like a sea nymph. But inside a prim and proper Regency sitting room Fiona is bound to overturn the teapot or accidentally trip the footman. Her illustrious Aunt Honore decides to take the hoyden in hand, but amidst the strictures of the Beau Monde, Fiona is a fish out of water. When she was younger, Lord Wesmont was her hero. Sadly, he came home from fighting Napoleon a hardened man. Nothing can breathe life back into his cold heart, nothing except, perhaps, the love of an unusual young woman who regularly turns his life upside-down. Lady Fiasco is a Sweet Traditional Regency Romance.",English,B00GK9MCNS,"['Romance', 'Historical Romance', 'Historical Fiction', 'Regency', 'Historical', 'Regency Romance', 'Fiction', 'Adult', 'Chick Lit', 'Humor']",[],Kindle Edition,False,256,Ink Lion Books,November 1st 2013,9/1/2004,[],"2,290","['610', '816', '612', '184', '68']",89.0,[],https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1384407107l/18804219.jpg,98,1,False,Fiction,False,False,False,False,False,False,False,False,False,False,False,False,False,Romance,False,True,False,False,False,False,False,False,False,1.0
653,653,653,653,653,653,653,653,653,653,653,653,653,653,653,"51,806",420182.The_Rosemary_Tree,The Rosemary Tree,False,Elizabeth Goudge,4.13,"Michael Stone was once a famous author. That was before he went to prison. Now, just released, he needs to get his bearings and a new beginning. It was a gray day in early April when Michael stumbled wearily into the tiny English village. Weighed down by failure and despair, the town of Silverbridge seems too offer him a quiet, rural escape from the past. Even though his heart was torn by remorse and shame, he was home at last.Kind, gentle vicar John Wentworth takes Michael under his wing, and introduces him to his family and friends. At the vicarage, John's inexplicably discontented wife Daphne brings up their daughters. Bedridden Harriet, John's former nanny, deals impatiently with a world to which she cannot actively participate. At the family home, Belmaray Manor, Great Aunt Maria is burdened by the worry of a failing estate. And at the grim little town school is fiery teacher Mary O'Hara, determined to foster change.With Michaels' arrival at Belmaray, changes began to occur in lives that had not changed for so long: the proud, self-centered beauty he had once loved was surprised into forgiveness; the quixotic bumbling vicar discovered unsuspected strength lurking behind his shyness; a sick and lonely spinster was turned away from despair, and a lovely, high-spirited young woman found her heart's desire. A story of courage and community, set in the beautiful Devonshire countryside.",English,"9,780,000,000,000.00","['Fiction', 'Romance', 'Historical Fiction', 'British Literature', 'Christian', 'Historical', 'Classics', 'Religion', 'Adult', 'Christian Fiction']",[],Paperback,False,0,Jove Books,January 1st 1976,5/9/1905,[],523,"['203', '204', '98', '15', '3']",97.0,[],https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1259397869l/420182.jpg,14,1,False,Fiction,False,False,False,False,False,False,False,False,False,False,False,False,False,Romance,False,True,False,False,False,False,True,True,False,1.0
654,654,654,654,654,654,654,654,654,654,654,654,654,654,654,"2,299",6164358-the-mysterious-benedict-society-and-the-prisoner-s-dilemma,The Mysterious Benedict Society and the Prisoner's Dilemma,The Mysterious Benedict Society #3,"Trenton Lee Stewart (Goodreads Author), Del Roy (Narrator)",4.30,"IF YOU FAIL,ALL IS LOST.Join the Mysterious Benedict Society as Reynie, Kate, Sticky, and Constance embark on a daring new adventure that threatens to force them apart from their families, friends, and even each other. When an unexplained blackout engulfs Stonetown, the foursome must unravel clues relating to a nefarious new plot, while their search for answers brings them closer to danger than ever before.",English,"9,780,000,000,000.00","['Mystery', 'Fiction', 'Young Adult', 'Middle Grade', 'Adventure', 'Childrens', 'Fantasy', 'Realistic Fiction', 'Audiobook', 'Science Fiction']",[],Audio CD,False,11,Listening Library (Audio),October 27th 2009,1/1/2009,[],"33,302","['16570', '11186', '4627', '685', '234']",97.0,[],https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1320473034l/6164358.jpg,"1,659",22,$10.66,Fiction,False,Young Adult,Childrens,False,Fantasy,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,1.0
655,655,655,655,655,655,655,655,655,655,655,655,655,655,655,"9,083",18505784-the-pearl-that-broke-its-shell,The Pearl That Broke Its Shell,False,Nadia Hashimi (Goodreads Author),4.15,"Afghan-American Nadia Hashimi's literary debut novel, The Pearl that Broke Its Shell is a searing tale of powerlessness, fate, and the freedom to control one's own fate that combines the cultural flavor and emotional resonance of the works of Khaled Hosseini, Jhumpa Lahiri, and Lisa See.In Kabul, 2007, with a drug-addicted father and no brothers, Rahima and her sisters can only sporadically attend school, and can rarely leave the house. Their only hope lies in the ancient custom of bacha posh, which allows young Rahima to dress and be treated as a boy until she is of marriageable age. As a son, she can attend school, go to the market, and chaperone her older sisters.But Rahima is not the first in her family to adopt this unusual custom. A century earlier, her great-aunt, Shekiba, left orphaned by an epidemic, saved herself and built a new life the same way.Crisscrossing in time, The Pearl the Broke Its Shell interweaves the tales of these two women separated by a century who share similar destinies. But what will happen once Rahima is of marriageable age? Will Shekiba always live as a man? And if Rahima cannot adapt to life as a bride, how will she survive?",English,"9,780,000,000,000.00","['Fiction', 'Historical Fiction', 'Contemporary', 'Historical', 'Adult', 'Adult Fiction', 'Book Club', 'Literary Fiction', 'Cultural', 'Audiobook']",[],Hardcover,False,452,William Morrow,May 6th 2014,5/1/2014,['Goodreads Choice Award Nominee for Fiction & for Debut Goodreads Author (2014)'],"35,458","['12945', '16141', '5255', '843', '274']",97.0,['Kabul (Afghanistan)'],https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1384543130l/18505784.jpg,280,3,$8.05,Fiction,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,1.0
656,656,656,656,656,656,656,656,656,656,656,656,656,656,656,"49,696",3586934-the-witch-s-grave,The Witch's Grave,Ophelia & Abby Mystery #6,Shirley Damsgaard (Goodreads Author),4.05,"Cupid has cast his spell on good witch Ophelia Jensen. The practical, pragmatic, law-abiding librarian has just begun letting down her hair with Stephen Larsen, the author of some of the most scandalous crime exposés ever written. It's a match made in the stacks—until the would-be lovers take a quiet countryside stroll, and shots ring out.A murderer, not magick, made Stephen disappear—and Ophelia might be next. The sheriff warns her and her grandmother Abby not to meddle, but after another shooting leaves them shaken the women can't help but get involved. A sinister stalker is slowly drawing closer to Ophelia, and she'll have to summon all her powers to prevent herself from ending up six feet under.",English,"9,780,000,000,000.00","['Mystery', 'Paranormal', 'Witches', 'Cozy Mystery', 'Paranormal Mystery', 'Fiction', 'Fantasy', 'Urban Fantasy', 'Supernatural', 'Romance']","['Ophelia Jensen', 'Tink', 'Darci West', 'Abigal McDonald']",Paperback,False,262,Avon,December 30th 2008,December 24th 2008,[],"1,652","['568', '659', '381', '33', '11']",97.0,"['United States of America', 'Summerset, Iowa (United States)']",https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1347988019l/3586934.jpg,39,1,$4.43,Fiction,False,False,False,False,Fantasy,False,False,False,False,False,False,False,False,Romance,False,True,False,False,False,False,False,False,False,1.0
657,657,657,657,657,657,657,657,657,657,657,657,657,657,657,"26,216",984133.Survival,Survival,Alpha Force #1,Chris Ryan,3.99,"Five kids: Alex, Li, Paulo, Hex and Amber bond on board a sailing ship. When they are marooned on a desert island, they must face the ultimate test - survival! Killer komodo dragons, sharks and modern day pirates are amongst the dangers they face. The team is born. The first in an exciting new series for children from ex-SAS officer and bestselling adult author Chris Ryan.",English,"9,780,000,000,000.00","['Adventure', 'Action', 'Young Adult', 'Survival', 'Fiction', 'Espionage', 'Thriller', 'Childrens', 'Mystery', 'Travel']",[],Paperback,False,298,Red Fox,August 26th 2003,10/30/2002,[],"1,609","['599', '550', '344', '82', '34']",93.0,[],https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1433553455l/984133._SY475_.jpg,97,1,$1.46,Fiction,False,Young Adult,Childrens,False,False,False,False,False,False,False,False,Thriller,False,False,False,False,False,False,False,False,False,False,Yes,0.0
658,658,658,658,658,658,658,658,658,658,658,658,658,658,658,"45,443",63445.Buffalo_Girls,Buffalo Girls,False,Larry McMurtry,3.62,"In a letter to her daughter back East, Martha Jane is not shy about her own importance: ""Martha Jane -- better known as Calamity -- is just one of the handful of aging legends who travel to London as part of Buffalo Bill Cody's Wild West Show in Buffalo Girls. As he describes the insatiable curiosity of Calamity's Indian friend No Ears, Annie Oakley's shooting match with Lord Windhouveren, and other highlights of the tour, McMurtry turns the story of a band of hardy, irrepressible survivors into an unforgettable portrait of love, fellowship, dreams, and heartbreak.",English,"9,780,000,000,000.00","['Fiction', 'Westerns', 'Historical Fiction', 'Historical', '19th Century', 'Adult Fiction', 'Audiobook', 'Adventure', 'Literature', 'Novels']",[],Paperback,False,352,Simon Schuster,November 13th 2001,11/6/1990,[],"2,666","['474', '998', '934', '218', '42']",90.0,[],https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1411957957l/63445.jpg,66,1,$5.40,Fiction,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,1.0
659,659,659,659,659,659,659,659,659,659,659,659,659,659,659,"25,129",714807.The_Golden_Goblet,The Golden Goblet,False,Eloise Jarvis McGraw,3.81,"Ranofer struggles to thwart the plottings of his evil brother, Gebu, so he can become master goldsmith like their father in this exciting tale of ancient Egyptian mystery and intrigue.

Newbery Honor Book",English,"10,000,000,000,000.00","['Historical Fiction', 'Fiction', 'Young Adult', 'School', 'Childrens', 'Historical', 'Egypt', 'Middle Grade', 'Classics', 'Adventure']",[],Paperback,LCC 8543415,248,Penguin Puffin,"$1,986.00",10/30/1961,"['Newbery Medal Nominee (1962)', ""Dorothy Canfield Fisher Children's Book Award Nominee (1963)""]","7,306","['2189', '2626', '1693', '491', '307']",89.0,"['Thebes, Egypt (Egypt)']",https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1391745251l/714807.jpg,98,2,False,Fiction,False,Young Adult,Childrens,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.0
660,660,660,660,660,660,660,660,660,660,660,660,660,660,660,"31,701",845501.The_Fifth_Head_of_Cerberus,The Fifth Head of Cerberus,False,Gene Wolfe,3.98,"Back in print for the first time in more than a decade, Gene Wolfe's The Fifth Head of Cerberus is a universally acknowledged masterpiece of science fiction by one of the field's most brilliant writers.Far out from Earth, two sister planets, Saint Anne and Saint Croix, circle each other in an eternal dance. It is said a race of shapeshifters once lived here, only to perish when men came. But one man believes they can still be found, somewhere in the back of the beyond.In The Fifth Head of Cerberus, Wolfe skillfully interweaves three bizarre tales to create a mesmerizing pattern: the harrowing account of the son of a mad genius who discovers his hideous heritage; a young man's mythic dreamquest for his darker half; the bizarre chronicle of a scientists' nightmarish imprisonment. Like an intricate, braided knot, the pattern at last unfolds to reveal astonishing truths about this strange and savage alien landscape.",English,"9,780,000,000,000.00","['Science Fiction', 'Fiction', 'Fantasy', 'Science Fiction Fantasy', 'Speculative Fiction', 'Novels', 'Short Stories', 'Classics', 'Collections', 'American']",[],Paperback,False,252,Orb Books,March 15th 1994,4/6/1972,['Nebula Award Nominee for Best Novella (1972)'],"5,765","['2141', '1974', '1184', '342', '124']",92.0,[],https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1383352739l/845501.jpg,94,1,$12.53,Fiction,False,False,False,False,Fantasy,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.0
661,661,661,661,661,661,661,661,661,661,661,661,661,661,661,"6,370",7234801-blood-feud,Blood Feud,Drake Chronicles #2,Alyxandra Harvey (Goodreads Author),4.12,"It's been centuries since Isabeau St. Croix barely survived the French Revolution. Now she's made her way back to the living and she must face the ultimate test by confronting the evil British lord who left her for dead the day she turned into a vampire. That's if she can control her affection for Logan Drake, a vampire whose bite is as sweet as the revenge she seeks. The clans are gathering for Helena's royal coronation as the next vampire queen, and new alliances are beginning to form now that the old rifts of Lady Natasha's reign have started to heal. But with a new common enemy, Leander Montmarte—a vicious leader who hopes to force Solange to marry him and usurp the power of the throne for himself—the clans must stand together to preserve the peace he threatens to destroy.This second adventure in the Drake Chronicles—told from both Logan's and Isabeau's perspectives—has all the same butt-kicking action, heart-pounding romances and snarky humor that readers loved in Hearts at Stake, as well as exciting new revelations about the vampire dynasties to keep readers coming back for more.",English,"9,780,000,000,000.00","['Vampires', 'Young Adult', 'Paranormal', 'Romance', 'Fantasy', 'Paranormal Romance', 'Supernatural', 'Fiction', 'Urban Fantasy', 'Teen']","['Solange Drake', 'Nicholas Drake', 'Kieran Black', 'Lucy Hamilton', 'Isabeau St. Croix', 'Logan Drake']",Hardcover,False,272,Bloomsbury US,June 22nd 2010,False,[],"13,668","['6158', '4022', '2645', '662', '181']",94.0,[],https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1312046167l/7234801.jpg,432,7,$3.33,Fiction,False,Young Adult,False,False,Fantasy,False,False,False,False,False,False,False,False,Romance,False,True,False,False,True,False,False,False,False,1.0
662,662,662,662,662,662,662,662,662,662,662,662,662,662,662,"12,886",16405.Sunset_at_Blandings,Sunset at Blandings,Blandings Castle #12,P.G. Wodehouse,4.06,"Wodehouse died before finishing this novel, which uses the Blandings formula: a pretty niece brought to the castle to separate her from a suitor; suitor infiltrated under an assumed name by Gally; Lord Emsworth innocently blowing the gaff to an angry sister. Wodehouse's notes complete the story.",English,"9,780,000,000,000.00","['Fiction', 'Humor', 'Classics', 'Comedy', 'Literature', 'British Literature']","['Clarence Threepwood', 'Sebastian Beach', 'Galahad Threepwood', 'Freddie Threepwood', 'Daphne Littlewood Winkworth', 'Empress of Blandings', 'John Robinson', 'George Ovens', 'James Piper', 'Claude Duff', 'Brenda Piper', 'Florence Moresby', 'Victoria Underwood', 'E.B. Murchison', 'Diana Phipps', 'Marilyn Poole', 'Jeff Bennison', 'Stiffy Bates', 'Messmore Breamworthy', 'Kevin Moresby']",Paperback,False,151,Penguin Books,May 1st 2001,11/1/1977,[],930,"['338', '366', '183', '34', '9']",95.0,[],https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1166722826l/16405.jpg,189,2,$4.05,Fiction,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.0
663,663,663,663,663,663,663,663,663,663,663,663,663,663,663,"48,344",2856645-bog-child,Bog Child,False,Siobhan Dowd,3.81,"DIGGING FOR PEAT in the mountain with his Uncle Tally, Fergus finds the body of a child, and it looks like she’s been murdered. As Fergus tries to make sense of the mad world around him—his brother on hunger-strike in prison, his growing feelings for Cora, his parents arguing over the Troubles, and him in it up to the neck, blackmailed into acting as courier to God knows what—a little voice comes to him in his dreams, and the mystery of the bog child unfurls.Bog Child is an astonishing novel exploring the sacrifices made in the name of peace, and the unflinching strength of the human spirit.",English,"9,780,000,000,000.00","['Young Adult', 'Historical Fiction', 'Fiction', 'Ireland', 'Mystery', 'Historical', 'Teen', 'Coming Of Age', 'Realistic Fiction', 'Irish Literature']",[],Hardcover,First American Edition,321,David Fickling Books,September 9th 2008,2/7/2008,"['Manchester Book Award  Nominee for Longlist (2009)', 'Edgar Award Nominee for Best Young Adult (2009)', 'Rhode Island Teen Book Award Nominee (2010)', 'Carnegie Medal (2009)', 'لاک\u200cپشت پرنده for نشان طلایی (2017)']","3,890","['997', '1579', '991', '222', '101']",92.0,['Near the north south border (Ireland)'],https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1320393455l/2856645.jpg,50,1,$6.63,Fiction,False,Young Adult,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.0
664,664,664,664,664,664,664,664,664,664,664,664,664,664,664,"20,228",22750385-compulsion,Compulsion,False,Meyer Levin,4.09,"Judd Steiner and Artie Straus have it all: wealth, intelligence, and the world at their feet as part of the elite, upper-crust Jewish community of 1920s Chicago. Artie is handsome, athletic, and popular, but he possesses a hidden, powerful sadistic streak and a desire to dominate. Judd is a weedy introvert, a genius who longs for a companion whom he can idolize and worship. Obsessed with Nietzsche’s idea of the superhuman, both boys decide to prove that they are above the laws of man by arbitrarily picking and murdering a Jewish boy in their neighborhood.This new edition of Meyer Levin's classic literary thriller Compulsion reintroduces the fictionalized case of Leopold and Loeb – once considered the ""crime of the century"" – to a new generation. This incisive psychological portrait of two young murderers seized the imagination of an era and is generally recognized as paving the way for the first non-fiction novel. Compulsion forces us to ask what drives some further into darkness, and some to seek redemption.Heartbreaking as it is gripping, Compulsion is written with a tense and penetrating force that led the Los Angeles Times to call Levin, “the most significant Jewish writer of his times.”",English,"9,780,000,000,000.00","['Fiction', 'True Crime', 'Crime', 'Historical Fiction', 'Mystery', 'Americana', 'Law', 'Mystery Thriller', 'Thriller', 'Jewish']",[],Paperback,False,480,Fig Tree Books,April 14th 2015,6/30/1956,[],858,"['310', '358', '154', '27', '9']",96.0,"['Chicago, Illinois (United States)']",https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1413517636l/22750385.jpg,100,1,$9.25,Fiction,False,False,False,False,False,False,False,False,False,False,False,Thriller,False,False,False,False,False,False,False,False,False,False,Yes,0.0
