,ID,description,university,relationships,break ups,divorce,weddings,death,family,friendship
105,"31,323","Seven kids, Thor's hammer, and a whole lot of Valkyries are the only things standing against the end of the world. When thirteen-year-old Matt Thorsen, a modern day descendant of the Norse god Thor, was chosen to represent Thor in an epic battle to prevent the apocalypse he thought he knew how things would play out. Gather the descendants standing in for gods like Loki and Odin, defeat a giant serpent, and save the world. No problem, right?But the descendants' journey grinds to a halt when their friend and descendant Baldwin is poisoned and killed and Matt, Fen, and Laurie must travel to the Underworld in the hopes of saving him. But that's only their first stop on their journey to reunite the challengers, find Thor's hammer, and stop the apocalypse--a journey filled with enough tooth-and-nail battles and larger-than-life monsters to make Matt a legend in his own right.Authors K.L. Armstrong and M.A. Marr return to Blackwell in the epic sequel to Loki's Wolves with more explosive action, adventure and larger-than-life Norse legends.",False,False,False,False,False,False,False,True
106,"13,464","There’s something wrong with Sophie Miller.She’s seventeen and the only surviving member of her family. It’s a struggle to keep afloat in New York City as a senior in high school and a fulltime waitress. Sophie’s entire existence is miserable, right down to the abusive ex-boyfriend who’s stalking her. As if her life couldn’t get any worse, the shadows have returned. Whispers float in the wind and figures slither in the darkness. Evil, real malevolent evil, has returned after two long years of reprieve. Sophie thinks she’s going crazy. Maybe she is—what else could explain what she’s seeing, hearing and dreaming?After two thousand years of roaming the Earth, Luke Cervelli knows better than to get involved in the politics of Heaven and Hell, but when he’s brazenly attacked by a demon on the streets of Manhattan, he knows something is terribly wrong. He doesn’t understand how wrong until he stumbles across a beautiful girl named Sophie—a beautiful girl with a hellish secret. Something big is brewing between Heaven and Hell, the likes of which Luke has never seen, and he has a feeling that Sophie Miller has something to do with it.",False,False,False,False,False,False,True,False
107,"42,512","Ramon cannot believe what he has just found in an oyster he's brought up from an underwater cave where the Manta Diablo, the monster devilfish, lurks. Ramon is holding a pearl. Not just any pearl, but the most fabulous gem he or anyone else has ever seen. But neither sixteen-year-old Ramon nor his father foresees the trouble that such a pearl can bring. It will be young Ramon who must stop the monster he has unleashed.",False,False,False,False,False,False,False,False
108,"10,669","When people look at George, they think they see a boy. But she knows she's not a boy. She knows she's a girl.George thinks she'll have to keep this a secret forever. Then her teacher announces that their class play is going to be Charlotte's Web. George really, really, REALLY wants to play Charlotte. But the teacher says she can't even try out for the part . . . because she's a boy. With the help of her best friend, Kelly, George comes up with a plan. Not just so she can be Charlotte -- but so everyone can know who she is, once and for all.",False,False,False,False,False,False,False,True
109,"17,581","Destiny has brought them together. . . .Young black bear Lusa has left the comfort of the zoo, determined against all odds to make her way in the wild. It is there that she encounters grizzly cub Toklo and a mysterious changeling named Ujurak. Once united, the cubs find themselves on a journey toward a mystical place--if only they knew where.Meanwhile, separated from her family, polar bear cub Kallik trusts her intuition to lead her on a path traveled by many bears before her. At last the four cubs meet at the sacred Great Bear Lake, a place of peace and healing where bears gather to cele-brate the longest day.But all is not harmonious. Danger lurks beneath the calm surface of the lake, and only if they put aside their differences and truly come together will the young bears have any chance of surviving the harsh realities of the wild.",False,False,False,False,False,False,True,False
110,"9,505","In the part of the marketplace where flowers had been sold twice a week - tulips in the spring, roses in the summer - stood German tanks and German soldiers. Annie de Leeuw was eight years old in 1940 when the Germans attacked Holland and marched into the town of Winterswijk where she lived. Annie was ten when, because she was Jewish and in great danger of being captured by the invaders, she and her sister Sini had to leave their father, mother, and older sister Rachel to go into hiding in the upstairs room of a remote farmhouse.Johanna de Leeuw Reiss has written a remarkably fresh and moving account of her own experiences as a young girl during World War II. Like many adults, she was innocent of the German plans for Jews, and she might have gone to a labor camp as scores of families did. ""It won't be for long and the Germans have told us we'll be treated well,"" those families said. ""What can happen?"" They did not know, and they could not imagine... but millions of Jews found out.",False,False,False,False,False,True,False,False
111,"6,991","High above the sky stands Swarga, paradise, abode of the gods. Still above is Vaikuntha, heaven, abode of God.The doorkeepers of Vaikuntha are the twins, Jaya and Vijaya, both whose names mean 'victory'. One keeps you in Swarga; the other raises you into Vaikuntha.In Vaikuntha there is bliss forever, in Swarga there is pleasure for only as long as you deserve. What is the difference between Jaya and Vijaya? Solve this puzzle and you will solve the mystery of the Mahabharata.In this enthralling retelling of India's greatest epic, the Mahabharata originally known as Jaya, Devdutt Pattanaik seamlessly weaves into a single narrative plots from the Sanskrit classic as well as its many folk and regional variants, including the Pandavani of Chhattisgarh, Gondhal of Maharashtra, Terukkuttu of Tamil Nadu and Yakshagana of Karnataka.Richly illustrated with over 250 line drawings by the author, the 108 chapters abound with little-known details such as the names of the hundred Kauravas, the worship of Draupadi as a goddess in Tamil Nadu, the stories of Astika, Madhavi, Jaimini, Aravan and Barbareek, the Mahabharata version of the Shakuntalam and the Ramayana, and the dating of the war based on astronomical data.With clarity and simplicity, the tales in this elegant volume reveal the eternal relevance of the Mahabharata, the complex and disturbing meditation on the human condition that has shaped Indian thought for over 3000 years.",False,False,False,False,False,False,False,False
112,"28,399","“American readers first met Icelandic lawyer and investigator Thóra Gudmundsdóttir in Last Rituals. In My Soul to Take, internationally acclaimed author Yrsa Sigurdardóttir plunges her intrepid heroine into even graver peril, in a riveting thriller set against the harsh landscape of Smila’s Sense of Snow territory. A darkly witty and continually surprising suspense tale that places Yrsa Sigurdardóttir firmly in the ranks of Sue Grafton, Tess Gerritsen, Faye Kellerman and other top mystery writers, My Soul to Take is ingenious Scandinavian noir on a par with the works of Henning Mankell and Arnaldur Indridason. Stieg Larsson (The Girl With the Dragon Tattoo) fans should also take note.",False,False,False,False,False,False,False,False
113,"37,196","Debut Author Delivers Sweet Heartwarming Historical Fiction Rebekah Hendricks dreams of a life far beyond her family's farm in Oklahoma, and when dashing aviator Arthur Samson promised adventure in the big city, she is quick to believe he's the man she's meant to marry. While she waits for the Great War to end and Arthur to return to her so they can pursue all their plans, her mother's sister falls ill. Rebekah seizes the opportunity to travel to Texas to care for Aunt Adabelle, seeing this chance to be closer to Arthur's training camp as God's approval of her plans. But the Spanish flue epidemic changes everything. Faced with her aunt's death, Arthur's indecisiveness, and four children who have no one else to care for them, Rebeka is torn between the desire to escape the type of life she's always led and the unexpected love that just might change the dream of her heart.",False,True,False,False,True,False,True,False
114,"37,837","War has never been won and love has never been saved without... sacrifice.As the new Empress of the Ischero Empire, Cordelia must keep her divine disciples safe, including Victor – her betrothed and only powerless demigod, from the threat of Hades’ Apolluon. While Cordelia awaits her anointment from Zeus, she finds solace in her growing relationship with Evan, who she loves, although he is not Zeus' choice. It seems like everything is falling into place until the Apolluon increase their attacks on the Ischero and the elders object to the mission for the search of her parents. Just when Cordelia believes things can’t get any worse, Victor vanishes and brings about a new threat to end her union with Evan for good, and the mortals begin to suspect that the Ischero are nothing like them at all, forcing Cordelia to consider relocating. Will the members ever find peace in a new city if familiar faces begin to emerge? In order to guarantee her empire's safety, Cordelia must decide between saving her empire and making the ultimate sacrifice without any help from the gods.",False,True,False,False,False,False,False,False
115,"8,056","Carl Mørck used to be one of Copenhagen’s best homicide detectives. Then a hail of bullets destroyed the lives of two fellow cops, and Carl—who didn’t draw his weapon—blames himself. So a promotion is the last thing he expects. But Department Q is a department of one, and Carl’s got only a stack of Copenhagen’s coldest cases for company. His colleagues snicker, but Carl may have the last laugh, because one file keeps nagging at him: a liberal politician vanished five years earlier and is presumed dead. But she isn’t dead … yet.Darkly humorous, propulsive, and atmospheric, The Keeper of Lost Causes introduces American readers to the mega-bestselling series fast becoming an international sensation.",False,False,False,False,False,False,False,False
116,"4,980","After months of menacing phone calls and feeling that her every move is being watched, successful writer Beryl Madison flees Key West when a terrifying message is scratched on her car. But the very night she returns to Richmond, she deactivates her burglar alarm and opens her door to someone who nearly decapitates her. Why did she let him in, wonders Chief Medical Examiner Dr. Kay Scarpetta? And, why is Beryl's latest manuscript missing? Persuing the answers involves Scarpetta in the murder of another writer - Beryl's jealous mentor. While she copes with a variety of personal and professional problems, Scarpetta's high-tech forensic skills enable her to collect a body of evidence - clues that would mean little without her intelligence, compassion, and imagination - that leads her directly into a nightmare all her own.",False,False,False,False,False,False,False,False
117,"6,193","When sixteen-year-old Amal decides to wear the hijab full-time, her entire world changes, all because of a piece of cloth...Sixteen-year-old Amal makes the decision to start wearing the hijab full-time and everyone has a reaction. Her parents, her teachers, her friends, people on the street. But she stands by her decision to embrace her faith and all that it is, even if it does make her a little different from everyone else.Can she handle the taunts of ""towel head,"" the prejudice of her classmates, and still attract the cutest boy in school? Brilliantly funny and poignant, Randa Abdel-Fattah's debut novel will strike a chord in all teenage readers, no matter what their beliefs.",False,False,False,False,False,False,False,True
118,"3,537","Veronica Roth's #1 New York Times bestselling novel Divergent is now a major motion picture starring Shailene Woodley, Theo James, and Kate Winslet!This eye-catching volume takes you inside the film version of Divergent. With more than 100 photographs—many never before seen—Inside Divergent will immerse you in the thrilling dystopian world of futuristic Chicago, where you'll meet the initiates and discover the factions.",False,True,False,False,False,False,False,False
119,"11,972","“Colm Tóibín’s beautiful, subtle illumination of Henry James’s inner life” (The New York Times) captures the loneliness and hope of a master of psychological subtlety whose forays into intimacy inevitably fail those he tried to love.Beautiful and profoundly moving, The Master tells the story of Henry James, a man born into one of America’s first intellectual families who leaves his country in the late nineteenth century to live in Paris, Rome, Venice, and London among privileged artists and writers. With stunningly resonant prose, “The Master is unquestionably the work of a first-rate novelist: artful, moving, and very beautiful” (The New York Times Book Review). The emotional intensity of this portrait is riveting.",False,False,False,False,False,False,False,False
120,"17,291","She stood at danger's threshold—then love beckoned her in.In the shelter of her country cottage, Sara Fielding puts pen to paper to create dreams. But curiosity has enticed the prim, well-bred gentlewoman out of her safe haven—and into Derek Craven's dangerous world.A handsome, tough and tenacious Cockney, he rose from poverty to become lord of London's most exclusive gambling house—a struggle that has left Derek Craven fabulously wealthy, but hardened and suspicious. And now duty demands he allow Sara Fielding into his world—with her impeccable manners and her infuriating innocence. But here, in a perilous shadow-realm of ever-shifting fortunes, even a proper ""mouse"" can be transformed into a breathtaking enchantress—and a world-weary gambler can be shaken to his cynical core by the power of passion...and the promise of love.",False,True,False,False,False,False,False,False
121,"32,889","Pack up and leave? ""Tonight,"" when Megan has just one week of school to go until vacation? Megan is used to moving. After all, she's moved a dozen times in her twelve years. But this time is different. They are leaving in the middle of the night, and Megan won't even have a chance to say good-bye to her best friend. What's worse, Megan senses that her mother is frightened. It's almost as if they are running away - but from what?",False,False,False,False,False,False,False,True
122,"13,767","When twelve-year-old Florence boards the crowded horse-drawn coach in London, she looks forward to a new life with her great uncle and aunt at Crutchfield Hall, an old manor house in the English countryside. Anything will be better, she thinks, than the grim London orphanage where she has lived since her parents' death. But Florence doesn't expect the ghost of her cousin Sophia, who haunts the cavernous rooms and dimly lit hallways of Crutchfield and concocts a plan to use Florence to help her achieve her murderous goals. Will Florence be able to convince the others in the household of the imminent danger and stop Sophia before it's too late?",False,False,False,False,False,False,True,False
123,"37,235","Eureka’s tears have flooded the earth, and now Atlantis is rising, bringing with it its evil king, Atlas. Eureka is the only one who can stop him, but first she must learn how to fight. She travels across the ocean with Cat, her family, and Ander, the gorgeous and mysterious Seedbearer who promises to help her find Solon, an enigmatic lost Seedbearer who knows how to defeat Atlas.Once on land, Eureka is taunted by gossipwitches, a group of displaced Atlantean sorceresses, and ambushed by locals struggling to survive amid the destruction her tears have wrought. And she feels no closer to facing Atlas or saving the world when Solon lets slip that love is Ander’s weakness, and that any affection he feels toward her makes him age faster.Trying to make sense of the dark world her sorrow has created, Eureka receives startling insight from an enchanted pond. Her bewildering reflection reveals a soul-crushing secret: if she’s strong enough, Eureka can draw on this knowledge to defeat Atlas—unless her broken heart is just what he needs to fuel his rising kingdom...",False,True,False,False,False,False,True,False
124,"9,919","Bernard Malamud’s second novel, originally published in 1957, is the story of Morris Bober, a grocer in postwar Brooklyn, who “wants better” for himself and his family. First two robbers appear and hold him up; then things take a turn for the better when broken-nosed Frank Alpine becomes his assistant. But there are complications: Frank, whose reaction to Jews is ambivalent, falls in love with Helen Bober; at the same time he begins to steal from the store.Like Malamud’s best stories, this novel unerringly evokes an immigrant world of cramped circumstances and great expectations. Malamud defined the immigrant experience in a way that has proven vital for several generations of writers.",False,False,False,False,False,False,True,False
125,"4,273","""What's the point anyway — Of suffering, dying? It teaches us to live, boy. A man who does not struggle does not live, he survives."" (quote from the book)The book is a pseudo-biography about Alexandros Panagoulis written in the form of a novel. Fallaci had an intense romantic relationship with Panagoulis. She uses the novel to put forth her view that Panagoulis was assassinated by a vast conspiracy, a view widely shared by many Greeks.",False,True,False,False,False,False,False,False
126,"45,474","In his darkest and most complex case to date, DI Ted Darling has to confront demons from his own past when investigating the brutal murder of a young boy. As more deaths follow, he realises he is up against powerful people who believe themselves to be above the law, and starts to feel out of his depth. At the same time he has to cope with a new boss, much more formal than his old one, who increasingly makes him feel he's not up to the challenge. It all starts to put an intolerable strain on Ted's long-term stable relationship with his partner, Trevor.",False,True,False,False,False,False,False,False
127,"18,643","Does family always come first?Two young sisters sent far, far from home ...When tragedy deprives little Dulcie Taylor and her sister May of their parents, they are sent first to an orphanage and then shipped off to begin a new life in Australia. But the 'better life' the sisters are promised in this new and exciting country turns out to be a lie.It seems everyone who ever stood up for them, who ever said 'trust me', somehow betrays that trust: their parents, teachers and the sisters at the convent. But then Dulcie meets Ross, another orphanage survivor, and finds a kindred spirit. Can Dulcie ever get over the pain of the past and learn to trust again? And does she have the strength to fight for her own happiness as well as that of her sister?",False,True,False,False,False,False,True,False
128,"45,774","William H. Gass has written of Donald Barthelme that ?he has permanently enlarged our perception of the possibilities open to short fiction.? In Forty Stories, the companion volume to Sixty Stories, we encounter a dazzling array of subjects: Paul Klee, Goethe, Captain Blood, modern courtship, marriage and divorce, armadillos, and other unique Barthelmean flights of fancy. These pithy, brilliantly acerbic pieces tangle with the ludicrous, pose questions that remain unresolved, and challenge familiar bits of language heretofore unexamined. Forty Stories demonstrates Barthelme?s unrivaled ability to surprise, to stimulate, and to explore.",False,False,False,True,False,False,False,False
129,"11,095","
  Desire...
Demon slayer Andrea Cole has always taken down the demons and vampires she hunts without mercy. But when a fellow slayer is captured and turned into a vampire by a sadistic monster, she must choose between loyalty to her family and the man she loves.
  Versus Instinct...
Kaden Quinn has dedicated his life to slaying vampires, so when he is turned into one, his greatest nightmare comes to life. And when the woman he loves is thrown into a dungeon with him ― as food ― he must battle new instincts and old desires, and choose between his life, and hers.PLEASE NOTE: This is a short novella that originally appeared in The Mammoth Book of Vampire Romance 2 and the anthology Vampires in Love. It has been expanded for its stand-alone digital release. In the Demonica timeline, it falls between book 3, Passion Unleashed, and book 4, Ecstasy Unveiled, though it can easily be read without having read the Demonica novels.",False,True,False,False,False,False,True,False
130,"6,622","Samantha and Mason are together. Everyone knows it. Not everyone is dealing with it. While Mason’s ready to give them the middle finger, there’s one not going away. Her mother. Threats are issued. Ultimatums are given. Even blackmail is used, but only Samantha can put a stop to Analise. However, when a trauma from her past is triggered, she may not have the courage or strength to do what’s needed. If she doesn’t, Mason’s future could be destroyed.",False,True,False,False,False,False,False,False
131,"27,591","An epic adventure in the world of speculative fiction.Ramagar was a thief--a thief of thieves. One night he became the owner of a prize beyond his wildest dreams, taking he and his partner, Mariana, upon an incredible journey to free a once-proud land shrouded in darkness for centuries.",False,True,False,False,False,False,False,False
132,"12,781","What are the thresholds of pain tolerance? Alexia feels empty inside – all the joys she’d experienced before are gone. She realizes her recovery will take a long time and she has no right to drag Alexander – the only man she’s ever truly loved – down the hole of her own despair. Alexia must forget her ordeal if they are to be happy together again. But will she be strong enough to forget what has happened to her? Or will she lose everything? Alexander Kraftberg is a man of strong character who has money and power, and won’t stop at anything to achieve his goals. He loves Alexia and is determined to do whatever it takes to maintain his relationship with her. But their future together is in the hands of his beloved.",False,True,False,False,False,False,False,False
133,"26,087","Dangerous sex, family secrets, irresistible power, mega money, and two murders equal one reckless week in New York...In Lovers & Players, the Diamond family rules. Red Diamond is an abusive and much-loathed billionaire. His three sons, Max, Chris, and Jett, are summoned to New York for a family meeting which rocks their world.Diahann, a beautiful black ex-singer, works as Red's housekeeper-a job her daughter, Liberty, does not approve of. A waitress and would-be singer herself, Liberty has dreams of her own and while she pursues them, Damon P. Donnell, married hip-hop mogul supreme, pursues her.Young New York heiress Amy Scott-Simon is engaged to marry Max. At her bachelorette party she runs into Jett. Jett has no idea who Amy is. She also doesn't realize who he is. A one-night fling leads to major complications.Now the lives of these characters will intertwine, forever changing their destinies, in this highly charged love story about family relationships and deadly choices.""A decadent concoction sure to appeal...a fast lane take on the lives of the rich and fabulous.""-Kirkus Reviews",False,True,False,False,True,False,True,False
134,905,"The Overlords appeared suddenly over every city--intellectually, technologically, and militarily superior to humankind. Benevolent, they made few demands: unify earth, eliminate poverty, and end war. With little rebellion, humankind agreed, and a golden age began.But at what cost? With the advent of peace, man ceases to strive for creative greatness, and a malaise settles over the human race. To those who resist, it becomes evident that the Overlords have an agenda of their own. As civilization approaches the crossroads, will the Overlords spell the end for humankind . . . or the beginning?",False,False,False,False,False,False,False,False
135,"35,473","It’s every mother’s nightmare – the abduction of her baby.That’s how it starts for Erin Vogel when she is attacked and left unconscious in her apartment. When she awakes, it is to find that Georgia, her six-month-old daughter, has been taken.But Erin is given a chance to get Georgia back. At an unthinkable price.Like most mothers, she has always said she would do anything for her child. Now the strength of that bond is about to be put to the ultimate test.And when her actions arouse the interest of a certain Detective Callum Doyle, one thing is inevitable: a confrontation that will be as explosive as it is unforgettable.From the highly acclaimed author of Pariah, The Helper and Marked comes a nerve-shredding novel that questions the line we draw between good and evil.",False,False,False,False,False,False,False,False
136,"50,654","Sarah Vida has given up everything for love. From a legendary family of vampire-hunting witches, Sarah was raised to never trust a vampire, to never let her guard down, and to avoid all tricky attachments of the heart. But now Sarah IS a vampire—changed by the boy she thought she loved. Her family has forsaken her, and Sarah herself is disgusted by her appetite for blood. Aida Vida is Sarah's older sister, the good, reliable sibling who always does her family proud. But when Aida's mother insists that Sarah be found and killed, Aida is given the one assignment that she may not be able to carry out. Taking place over just twenty-four hours, ALL JUST GLASS tells the story of a game-changing battle that will forever change the world of the Den of Shadows. And at its center is the story of two sisters who must choose between love and duty. Dark, fully-imagined, and hard to put down, ALL JUST GLASS will thrill Amelia's fans—old and new.",False,True,False,False,False,False,True,False
137,"9,679","Callie Hayes is living a life of fear and disillusionment when she volunteers for a psychology experiment that promises to turn her life around. As her orientation proceeds, Callie becomes frightened by the secrecy and evasion she encounters. When she demands to be released from the program, she is suddenly dropped into a terrifying alien world and into a perilous battle between good and evil. With limited resources and only a few cryptic words to guide her, Callie embarks on a life-changing journey. Will she decipher the plans the Benefactor has established for her escape, or will she succumb to the deception of the Arena?",False,True,False,False,False,False,False,False
138,"15,632","“If you build it, he will come.”

These mysterious words inspire Ray Kinsella to create a cornfield baseball diamond in honor of his hero, Shoeless Joe Jackson. What follows is a rich, nostalgic look at one of our most cherished national pastimes and a remarkable story about fathers and sons, love and family, and the inimitable joy of finding your way home.",False,False,False,False,False,False,True,False
139,"4,520","
  What's a girl to do when meeting The One means she's cursed to die a horrible death?
Life hasn't been easy on sixteen-year-old Emma Connor, so a new start in New York may be just the change she needs. But the posh Upper East Side prep school she has to attend? Not so much. Friendly faces are few and far between, except for one that she's irresistibly drawn to Brendan Salinger, the guy with the rock-star good looks and the richest kid in school, who might just be her very own white knight.But even when Brendan inexplicably turns cold, Emma can't stop staring. Ever since she laid eyes on him, strange things have been happening. Streetlamps go out wherever she walks, and Emma's been having the oddest dreams: visions of herself in past lives visions that warn her to stay away from Brendan. Or else.",False,True,False,False,False,False,False,True
140,"38,012","Jonathan Brand, a graduate student in anthropology, has decided to do his fieldwork in the remote Faroe Islands in the North Atlantic. But, despite his Harvard training, he can barely understand, let alone ""study,"" the culture he encounters. From his struggles with the local cuisine to his affair with the Danish woman the locals want him to marry, Jonathan is both repelled by and drawn into the Faroese way of life. Wry and insightful, Far Afield reveals reveals Susanna Kaysen's gifts of imagination, satire, and compassion.",True,False,False,False,True,False,False,False
141,"36,446","The body was on the pointed rocks alongside the stream. The artist might have fallen from the cliff where he was painting, but there are too many suspicious elements -- particularly the medical evidence that proves he'd been dead nearly half a day, though eyewitnesses had seen him alive a scant hour earlier. And then there are the six prime suspects -- all of them artists, all of whom wished him dead. Five are red herrings, but one has created a masterpiece of murder that baffles everyone, including Lord Peter Wimsey.1/8 The Body In The BurnLord Peter Wimsey's Scottish fishing is curtailed by the death of a local artist.His Lordship and faithful Bunter investigate.2/8 DisappearancesLord Peter Wimsey investigates the death of a Scottish artist but the key suspects keep disappearing.3/8 BicyclesLord Peter Wimsey's investigations of the death of an artist are complicated by the disappearance of several bicycles.4/8 Bunter InvestigatesLord Peter Wimsey's faithful manservant, Bunter, takes the initiative in the investigation of the murder of a Scottish artist.5/8 AlibisLord Peter Wimsey sets about verifying the alibis of the key suspects in the murder of a Scottish artist.6/8 Evidence Of A Commercial TravellerLord Peter Wimsey pores over the evidence and sifts the clues to establish who murdered a Scottish artist.7/8 Council Of WarThere are many theories in the case of a murdered Scottish artist, but Lord Peter Wimsey is the man to get to the bottom of it.8/8 ReconstructionLord Peter Wimsey and his 'council of war' reconstruct the final hours of a murdered Scottish artist.",False,False,False,False,False,False,False,False
142,"1,872","World War II comes to Farleigh Place, the ancestral home of Lord Westerham and his five daughters, when a soldier with a failed parachute falls to his death on the estate. After his uniform and possessions raise suspicions, MI5 operative and family friend Ben Cresswell is covertly tasked with determining if the man is a German spy. The assignment also offers Ben the chance to be near Lord Westerham’s middle daughter, Pamela, whom he furtively loves. But Pamela has her own secret: she has taken a job at Bletchley Park, the British code-breaking facility.As Ben follows a trail of spies and traitors, which may include another member of Pamela’s family, he discovers that some within the realm have an appalling, history-altering agenda. Can he, with Pamela’s help, stop them before England falls?Inspired by the events and people of World War II, writer Rhys Bowen crafts a sweeping and riveting saga of class, family, love, and betrayal.",False,False,False,False,False,False,True,True
143,"25,096","""The Game..."" makes for strange bedfellows. Local gangster Dante (Jack Boy) knows more than anybody how dangerous and ruthless the streets can be. But against his better instincts allows himself to fall for a local female gangster named Alinna. Considered to be somewhat of a competitor to Dante because she leads her own all female crew. Alinna too, is very well aware of the dangers that come with letting feelings get in the way of business. But like Dante, decides to embrace the attraction anyway. That however proves to be a mistake. When she discovers Dante is two-timing her with a female gang unit officer. But unlike what she has with Dante, this relationship is more about lust and power. Or better yet the officers lust for it. While both get pleasure from this arrangement, she also gains intel. Which lead to major busts that fuel her quick ascension within the department. However her world is suddenly rocked when she discovers she's pregnant with Dante's child! Now they have something that binds them together forever... and something that complicates not just her job but also Dante's relationship with Alina! But with Alina being onto Dante's cheating ways, and the officer being willing to eliminate any and all threats to her burgeoning career. Not to mention the threat of the streets discovering Dante's Serpico ties. Could he end up losing everything in the end? ",False,True,True,False,False,False,False,False
144,"50,820","Twelve-year-old amateur sleuths, and best friends, Hawkeye Collins and Amy Adams love to solve cases. They invite readers to follow the clues and sketches to solve crimes in their hometown of Lakewood Hills. All of the books in the “Can You Solve the Mystery” series contain 9-10 short mysteries, this is a free sample of one of those stories. Readers are given written clues as well as visual clues to help them solve the crime. The answers and a brief wrap-up are given in the back of the book.",False,False,False,False,False,False,False,True
145,"42,356","In the latest Novel of the Elder Races, a Queen on the brink of sanity has no one to rely on except the Wyr warrior whose conviction is every bit as strong as his passion.In order to save his friend's life, Wyr sentinel Rune Ainissesthai made a bargain with Vampyre Queen Carling—without knowing what she would ask from him in return. But when Rune attempts to make good on his debt, he finds a woman on the edge.Recently, Carling's Power has become erratic, forcing her followers to flee in fear. Despite the danger, Rune is drawn to the ailing Queen and decides to help her find a cure for the serpent's kiss—the vampyric disease that's killing her.With their desire for each other escalating just as quickly as Carling's instability spirals out of control, the sentinel and the Queen will have to rely on each other if they have any hope of surviving the serpent's kiss.",False,True,False,False,False,False,False,True
146,"30,951","The sheep closed in around him like a big, woolly blanket. Thepuppy had never been so scared or so excited in his life. Soonhe was racing, feinting, dodging - learning what it means to beone of the proud breed of Border collies, the finest sheepherdersin the world. Then, almost overnight, his life is turned upsidedown. He finds himself in a series of strange places, with nosheep, his family gone. With nothing but the courage he wasborn with and a dream, he searches for the life he once knew,gathering names and adventures as he goes. For a short time,he's called Blackie. To the Goat Man, he's Shep. To Hollerin,he's Spot. There's one name that threatens to forever haunthim - Sparky, the name Billy the circus man calls him when hereaches for the whip. But there's another name that he is given,one that finally makes him feel at home . . .Known for her rich character development, the author bringsall her skills to delving into the mind of a clever, philosophical,and hopeful dog searching for a home.",False,False,False,False,False,False,True,False
147,"18,374","Three years after her husband Max's death, Shelley feels no more adjusted to being a widow than she did that first terrible day. That is, until the doorbell rings. Standing on her front step is a young man who looks so much like Max; same smile, same eyes, same age, same adorable bump in his nose; he could be Max's long-lost relation. He introduces himself as Paolo, an Italian editor of American coffee table books, and shows Shelley some childhood photos. Paolo tells her that the man in the photos, the bearded man who Paolo says is his grandfather though he never seems to age, is Max. Her Max. And he is alive and well.As outrageous as Paolo's claims seem; how could her husband be alive? And if he is, why hasn't he looked her up? Shelley desperately wants to know the truth. She and Paolo jet across the globe to track Max down; if it is really Max and along the way, Shelley recounts the European package tour where they had met. As she relives Max's stories of bloody Parisian barricades, medieval Austrian kitchens, and buried Roman boathouses, Shelley begins to piece together the story of who her husband was and what these new revelations mean for her ""happily ever after."" And as she and Paolo get closer to the truth, Shelley discovers that not all stories end where they are supposed to.",False,True,False,False,False,False,False,False
148,"42,369",The Tuesday Night Club is a venue where locals challenge Miss Marple to solve recent crimes. One Tuesday evening a group gathers at Miss Marple’s house and the conversation turns to unsolved crimes. The case of the disappearing bloodstains; the thief who committed his crime twice over; the message on the death-bed of a poisoned man which read ‘heap of fish’; the strange case of the invisible will; a spiritualist who warned that ‘Blue Geranium’ meant death. Now pit your wits against the powers of deduction of the ‘Tuesday Night Club’.,False,False,False,False,False,False,False,False
149,"39,423","When Lacey McHenry accepts a prestigious research fellowship at the world-renowned Kendell-Jakes Longevity Institute, she sees it as a new start on life. But a disturbing late-night encounter with an intruder leads to an unexpected cover-up by Institute authorities, and she soon realizes there's more going on than she ever imagined. She finds a supporter in genetics researcher Cameron Reinhardt. However, Reinhardt is a favorite of the Institute's director, and she can't help wondering if he, too, is in on the cover-up. The brilliant but absentminded researcher turns out to have his own secrets, some of them dark and deadly. The Enclave is characterized by adventure, intrigue, spiritual analogy, and romance, all set in an unusual but fully realized world--one that may have its foundations on earth but which, the more one learns of it, doesn't seem much like the earth we know at all.",False,False,False,False,False,False,False,False
150,"21,600","A galactic search for the truth fires this magnificent epic of war and discovery on both a human and cosmic scale.The Wild: a chaotic place where ten elite lightship pilots dared to venture. A place where one of those pilots, Danlo wi Soli Ringess, will learn the fate of his father. Did Mallory Ringess die during that first expedition to the Wild? Or did he become a god? Opinions vary, but Danlo's search is focused on one objective: the truth. It is a truth that will not only reveal his father's assassin, but could also lay bare the secret to a killer virus that only Danlo survived.",False,False,False,False,False,False,False,False
