,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,bookId,title,series,author,description,isbn,genres,pages,publishDate,Fiction,Young Adult,Childrens,New Adult,Fantasy,History,Dystopia,Manga,Thriller,Graphic Novels,Romance,tokens,university,relationships,break ups,divorce,wedding,death,family,friendship,Life Event Categories,University_T,Relationships_T,Break_ups_T,Divorce_T,Wedding_T,Moving_T,Coming_of_age_T,Death_T,Family_T,Friendship_T
50,50,12327,17405,311153.The_Spanish_Bride,The Spanish Bride,,Georgette Heyer,"Shot-proof, fever-proof and a veteran campaigner at the age of twenty-five, Brigade-Major Harry Smith is reputed to be the luckiest man in Lord Wellington's army. But at the Seige of Badajos, his friends foretell the ruin of his career. For when Harry meets the defenceless Juana, a fiery passion consumes him. Under the banner of honour and with the selfsame ardour he so frequently displays in battle, he dives headlong into marriage. In his beautiful child-bride he finds a kindred spirit - & a temper to match his own",9.7801E+12,"['Historical Fiction', 'Romance', 'Historical', 'Regency', 'Historical Romance', 'Fiction', 'Regency Romance', 'Classics', 'British Literature', 'War']",422.0,June 2nd 2005,Fiction,,,,,,,,,,Romance,"['shotproof', 'feverproof', 'veteran', 'campaigner', 'age', 'twentyfive', 'brigademajor', 'harry', 'smith', 'reputed', 'luckiest', 'man', 'lord', 'wellingtons', 'army', 'seige', 'badajos', 'friends', 'foretell', 'ruin', 'career', 'harry', 'meets', 'defenceless', 'juana', 'fiery', 'passion', 'consumes', 'banner', 'honour', 'selfsame', 'ardour', 'frequently', 'displays', 'battle', 'dives', 'headlong', 'marriage', 'beautiful', 'childbride', 'finds', 'kindred', 'spirit', 'temper', 'match']",[],[],[],[],[],[],[],['friends'],"Friendship, Romantic Relationships, Wedding",,True,,,True,,,,,True
51,51,12366,17460,21094993-the-girl-who-saved-the-king-of-sweden,The Girl Who Saved the King of Sweden,,"Jonas Jonasson, Rachel Willson-Broyles (Goodreads Author) (Translator)","Just because the world ignores you, doesn’t mean you can’t save it . . .Nombeko Mayeki was never meant to be a hero. Born in a Soweto shack, she seemed destined for a short, hard life. But now she is on the run from the world ‘s most ruthless secret service, with three Chinese sisters, twins who are officially one person and an elderly potato farmer. Oh, and the fate of the King of Sweden - and the world - rests on her shoulders.As uproariously funny as Jonas Jonasson’s bestselling debut, this is an entrancing tale of luck, love and international relations.",9.78001E+12,"['Fiction', 'Humor', 'Contemporary', 'Historical Fiction', 'Sweden', 'Audiobook', 'Comedy', 'Swedish Literature', 'Novels', 'Africa']",421.0,April 24th 2014,Fiction,,,,,,,,,,,"['world', 'ignores', 'doesnt', 'mean', 'cant', 'save', 'nombeko', 'mayeki', 'never', 'meant', 'hero', 'born', 'soweto', 'shack', 'seemed', 'destined', 'short', 'hard', 'life', 'run', 'world', 'ruthless', 'secret', 'service', 'three', 'chinese', 'sisters', 'twins', 'officially', 'one', 'person', 'elderly', 'potato', 'farmer', 'oh', 'fate', 'king', 'sweden', 'world', 'rests', 'shouldersas', 'uproariously', 'funny', 'jonas', 'jonassons', 'bestselling', 'debut', 'entrancing', 'tale', 'luck', 'love', 'international', 'relations']",[],[],[],[],[],[],[],[],"Romantic Relationships, family relationships",,True,,,,,,,True,
52,52,13241,19384,6982581-moth-to-a-flame,Moth to a Flame,,Ashley Antoinette (Goodreads Author),"From bestselling author Antoinette comes the gritty, harrowing tale of a young woman who finds herself drawn to a seductive street hustler who will be the death of her.In the little city of Flint, MI, the good die young and the people left standing are the grimiest of characters. With reign over the city's drug trade, Benjamin Atkins made sure that his precious daughter, Raven, was secluded from the grit that the city had to offer. But when Raven's young heart gets claimed by Mizan, a stick-up kid in search of a come-up, there's nothing Benjamin can do about losing her to the streets. She chooses love over loyalty and runs off with Mizan, but her new role as wifey soon proves to be more than she can handle.Puppy love always feels right, but things turn stale, and she soon finds that everyone she loves has disappeared. All she has is Mizan, but when hugs and kisses turn to bloody lips and black eyes, she realizes that Mizan is not who she thought he was.Raven becomes desperate for a way out, but this time, Daddy can't save her. Every time she finds the courage to leave, fear convinces her to stay. Like a moth to a flame, Raven is drawn to Mizan, even though she knows he'll be the death of her.When the hood life she chose becomes unbearable and the only way out is in a coffin, what will she do?",9.7816E+12,"['Urban', 'Romance', 'African American', 'Drama', 'Adult', 'Fiction', 'Urban Fantasy', 'Abuse', 'Suspense', 'Dark']",288.0,March 1st 2010,Fiction,,,,,,,,,,Romance,"['bestselling', 'author', 'antoinette', 'comes', 'gritty', 'harrowing', 'tale', 'young', 'woman', 'finds', 'drawn', 'seductive', 'street', 'hustler', 'death', 'herin', 'little', 'city', 'flint', 'mi', 'good', 'die', 'young', 'people', 'left', 'standing', 'grimiest', 'characters', 'reign', 'citys', 'drug', 'trade', 'benjamin', 'atkins', 'made', 'sure', 'precious', 'daughter', 'raven', 'secluded', 'grit', 'city', 'offer', 'ravens', 'young', 'heart', 'gets', 'claimed', 'mizan', 'stickup', 'kid', 'search', 'comeup', 'theres', 'nothing', 'benjamin', 'losing', 'streets', 'chooses', 'love', 'loyalty', 'runs', 'mizan', 'new', 'role', 'wifey', 'soon', 'proves', 'handlepuppy', 'love', 'always', 'feels', 'right', 'things', 'turn', 'stale', 'soon', 'finds', 'everyone', 'loves', 'disappeared', 'mizan', 'hugs', 'kisses', 'turn', 'bloody', 'lips', 'black', 'eyes', 'realizes', 'mizan', 'thought', 'wasraven', 'becomes', 'desperate', 'way', 'time', 'daddy', 'cant', 'save', 'every', 'time', 'finds', 'courage', 'leave', 'fear', 'convinces', 'stay', 'like', 'moth', 'flame', 'raven', 'drawn', 'mizan', 'even', 'though', 'knows', 'hell', 'death', 'herwhen', 'hood', 'life', 'chose', 'becomes', 'unbearable', 'way', 'coffin']",[],[],[],[],[],['death'],[],[],"Death, Family Relationships, Romantic Relationships",,True,,,,,,True,True,
53,53,13566,20189,18634859-barracuda,Barracuda,,Christos Tsiolkas,"From the author of The Slap.Fourteen-year-old Daniel Kelly is special. Despite his upbringing in working-class Melbourne, he knows that his astonishing ability in the swimming pool has the potential to transform his life. Everything Danny has ever done, every sacrifice his family has ever made, has been in pursuit of this dream--but what happens when the talent that makes you special fails you? When the goal that you’ve been pursuing for as long as you can remember ends in humiliation and loss? Twenty years later, Dan is in Scotland, terrified to tell his partner about his past, afraid that revealing what he has done will make him unlovable. Haunted by shame, Dan relives the intervening years he spent in prison, where the optimism of his childhood was completely foreign.",9.78174E+12,"['Fiction', 'LGBT', 'Australia', 'Contemporary', 'Book Club', 'Literary Fiction', 'Sports', 'Gay', 'Adult Fiction', 'Literature']",516.0,November 1st 2013,Fiction,,,,,,,,,,,"['author', 'slapfourteenyearold', 'daniel', 'kelly', 'special', 'despite', 'upbringing', 'workingclass', 'melbourne', 'knows', 'astonishing', 'ability', 'swimming', 'pool', 'potential', 'transform', 'life', 'everything', 'danny', 'ever', 'done', 'every', 'sacrifice', 'family', 'ever', 'made', 'pursuit', 'dreambut', 'happens', 'talent', 'makes', 'special', 'fails', 'goal', 'youve', 'pursuing', 'long', 'remember', 'ends', 'humiliation', 'loss', 'twenty', 'years', 'later', 'dan', 'scotland', 'terrified', 'tell', 'partner', 'past', 'afraid', 'revealing', 'done', 'make', 'unlovable', 'haunted', 'shame', 'dan', 'relives', 'intervening', 'years', 'spent', 'prison', 'optimism', 'childhood', 'completely', 'foreign']",[],[],[],[],[],[],['family'],[],"Romantic Relationships, Moving",,True,,,,True,,,,
54,54,14151,21701,868.Fullmetal_Alchemist_Vol_3,"Fullmetal Alchemist, Vol. 3",Fullmetal Alchemist #3,"Hiromu Arakawa, Akira Watanabe (Translator)","Accompanied by their bodyguard, Alex Louis Armstrong, our heroes seek out their closest childhood friend, mechanic Winry Rockbell, to fix their battered ""auto-mail"" bodyparts. Soon their quest for the Philosopher's Stone takes them to the great central library, where the Stone's formula may be hidden...if the mysterious figure named Lust doesn't get there first! But the secret of the Philosopher's Stone may be even more frightening than the beings who guard it...",9.78159E+12,"['Manga', 'Fantasy', 'Comics', 'Graphic Novels', 'Fiction', 'Science Fiction', 'Steampunk', 'Young Adult', 'Adventure', 'Shonen']",192.0,September 13th 2005,Fiction,Young Adult,,,Fantasy,,,Manga,,Graphic Novels,,"['accompanied', 'bodyguard', 'alex', 'louis', 'armstrong', 'heroes', 'seek', 'closest', 'childhood', 'friend', 'mechanic', 'winry', 'rockbell', 'fix', 'battered', 'automail', 'bodyparts', 'soon', 'quest', 'philosophers', 'stone', 'takes', 'great', 'central', 'library', 'stones', 'formula', 'may', 'hiddenif', 'mysterious', 'figure', 'named', 'lust', 'doesnt', 'get', 'first', 'secret', 'philosophers', 'stone', 'may', 'even', 'frightening', 'beings', 'guard']",[],[],[],[],[],[],[],['friend'],Friendship,,,,,,,,,,True
55,55,15193,24082,7039742-halo,Halo,,Zizou Corder,"Washed ashore as a baby in ancient Greece, Halo is discovered by a family of centaurs. Although her true identity remains a mystery, she is loved as one of their own. But when Halo is dragged away by fishermen, her wild adventure begins . . .Halo soon realizes that if she is to survive then she must live in disguise - as a boy. A violent war is threatening to erupt and Halo is at the mercy of the mighty Spartan warriors. And as she battles to hide her secret, Halo never forgets her quest to find out who she is - and where she really came from.",9.78014E+12,"['Fantasy', 'Historical Fiction', 'Historical', 'Mythology', 'Adventure', 'Childrens', 'Young Adult', 'Middle Grade', 'Magic', 'Action']",375.0,February 4th 2010,,Young Adult,Childrens,,Fantasy,,,,,,,"['washed', 'ashore', 'baby', 'ancient', 'greece', 'halo', 'discovered', 'family', 'centaurs', 'although', 'true', 'identity', 'remains', 'mystery', 'loved', 'one', 'halo', 'dragged', 'away', 'fishermen', 'wild', 'adventure', 'begins', 'halo', 'soon', 'realizes', 'survive', 'must', 'live', 'disguise', 'boy', 'violent', 'war', 'threatening', 'erupt', 'halo', 'mercy', 'mighty', 'spartan', 'warriors', 'battles', 'hide', 'secret', 'halo', 'never', 'forgets', 'quest', 'find', 'really', 'came']",[],[],[],[],[],[],['family'],[],Moving,,,,,,True,,,,
56,56,15260,24223,12987127-the-thing-about-the-truth,The Thing About the Truth,,Lauren Barnholdt (Goodreads Author),"In this humorous love story from the author of ""Two-Way Street"", an unlikely romance is the best sort of surprise—but the wrong secret can ruin everything. Kelsey’s not going to let one mistake ruin her life. Sure, she got kicked out of prep school and all her old friends are shutting her out. But Kelsey’s focused on her future, and she’s determined to get back on track at Concordia High.Isaac’s been kicked out of more schools than he can count. Since his father’s a state senator, Isaac’s life is under constant scrutiny—but Concordia High’s his last stop before boarding school, so Isaac’s hoping to fly under the radar and try to stay put for a change.When Kelsey and Isaac meet, it’s anything but love at first sight. She thinks he’s an entitled brat, and he thinks she’s a stuck-up snob. So it surprises them both when they start to fall for each other. Kelsey’s happy for the first time in months, and Isaac’s never felt this way about anyone before. But nothing’s ever completely perfect. Everyone has secrets, and Isaac and Kelsey are no exceptions. These two may have fallen hard, but there’s one thing that can ruin it all: the truth.",9.78144E+12,"['Young Adult', 'Romance', 'Contemporary', 'Chick Lit', 'High School', 'Realistic Fiction', 'Young Adult Contemporary', 'Contemporary Romance', 'Young Adult Romance', 'Teen']",285.0,July 10th 2012,,Young Adult,,,,,,,,,Romance,"['humorous', 'love', 'story', 'author', 'twoway', 'street', 'unlikely', 'romance', 'best', 'sort', 'surprisebut', 'wrong', 'secret', 'ruin', 'everything', 'kelseys', 'going', 'let', 'one', 'mistake', 'ruin', 'life', 'sure', 'got', 'kicked', 'prep', 'school', 'old', 'friends', 'shutting', 'kelseys', 'focused', 'future', 'shes', 'determined', 'get', 'back', 'track', 'concordia', 'highisaacs', 'kicked', 'schools', 'count', 'since', 'fathers', 'state', 'senator', 'isaacs', 'life', 'constant', 'scrutinybut', 'concordia', 'highs', 'last', 'stop', 'boarding', 'school', 'isaacs', 'hoping', 'fly', 'radar', 'try', 'stay', 'put', 'changewhen', 'kelsey', 'isaac', 'meet', 'anything', 'love', 'first', 'sight', 'thinks', 'hes', 'entitled', 'brat', 'thinks', 'shes', 'stuckup', 'snob', 'surprises', 'start', 'fall', 'kelseys', 'happy', 'first', 'time', 'months', 'isaacs', 'never', 'felt', 'way', 'anyone', 'nothings', 'ever', 'completely', 'perfect', 'everyone', 'secrets', 'isaac', 'kelsey', 'exceptions', 'two', 'may', 'fallen', 'hard', 'theres', 'one', 'thing', 'ruin', 'truth']",[],['romance'],[],[],[],[],[],['friends'],Romantic Relationships,,True,,,,,,,,
57,57,15847,25529,29363942-pathfinder-s-way,Pathfinder's Way,The Broken Lands #1,T.A. White (Goodreads Author),"The Trateri are about to learn a vital lesson of the Broken Lands. Deep in the remote expanse where anything can happen, it pays to be on a pathfinder’s good side.Nobody ventures beyond their village. Nobody sane that is. Monstrous creatures and deadly mysteries wait out here. Lucky for the people she serves, Shea’s not exactly sane. As a pathfinder, it’s her job to face what others fear and find the safest route through the wilderness. It’s not an easy job, but she’s the best at what she does.When the people she serves betray her into servitude to the Trateri, a barbarian horde sweeping through the Lowlands intent on conquest, Shea relies on her wits and skill to escape, disguising herself as a boy to hide from the Warlord, a man as dangerous as he is compelling.After being mistaken as a Trateri scout during her escape, Shea finds herself forced to choose between the life she led and the possibilities of a new one. Her decision might mean the difference between life or death. For danger looms on the horizon and a partnership with the Warlord may be the only thing preventing the destruction of everything she holds dear.",1E+13,"['Fantasy', 'Romance', 'Fantasy Romance', 'Adventure', 'Paranormal', 'High Fantasy', 'Adult', 'Dystopia', 'Magic', 'Genderqueer']",396.0,April 12th 2016,,,,,Fantasy,,Dystopia,,,,Romance,"['trateri', 'learn', 'vital', 'lesson', 'broken', 'lands', 'deep', 'remote', 'expanse', 'anything', 'happen', 'pays', 'pathfinders', 'good', 'sidenobody', 'ventures', 'beyond', 'village', 'nobody', 'sane', 'monstrous', 'creatures', 'deadly', 'mysteries', 'wait', 'lucky', 'people', 'serves', 'sheas', 'exactly', 'sane', 'pathfinder', 'job', 'face', 'others', 'fear', 'find', 'safest', 'route', 'wilderness', 'easy', 'job', 'shes', 'best', 'doeswhen', 'people', 'serves', 'betray', 'servitude', 'trateri', 'barbarian', 'horde', 'sweeping', 'lowlands', 'intent', 'conquest', 'shea', 'relies', 'wits', 'skill', 'escape', 'disguising', 'boy', 'hide', 'warlord', 'man', 'dangerous', 'compellingafter', 'mistaken', 'trateri', 'scout', 'escape', 'shea', 'finds', 'forced', 'choose', 'life', 'led', 'possibilities', 'new', 'one', 'decision', 'might', 'mean', 'difference', 'life', 'death', 'danger', 'looms', 'horizon', 'partnership', 'warlord', 'may', 'thing', 'preventing', 'destruction', 'everything', 'holds', 'dear']",[],[],[],[],[],['death'],[],[],None,False,False,False,False,False,,False,False,False,False
58,58,16038,25911,1814637.Sweet_Lullaby,Sweet Lullaby,,Lorraine Heath,"A dream of love turns into reality in a new Homespun romance. A scandal threatens to turn Rebecca's life upside down when her lover runs off, leaving her pregnant. Her father convinces one of his ranchhands to marry Rebecca, but she must find the strength to forget the man who abandoned her before she can begin a new life.",9.78156E+12,"['Historical Romance', 'Romance', 'Westerns', 'Historical', 'Western Romance', 'Historical Fiction', 'Western Historical Romance', 'Adult', 'Contemporary', 'Contemporary Romance']",292.0,March 1st 1994,,,,,,,,,,,Romance,"['dream', 'love', 'turns', 'reality', 'new', 'homespun', 'romance', 'scandal', 'threatens', 'turn', 'rebeccas', 'life', 'upside', 'lover', 'runs', 'leaving', 'pregnant', 'father', 'convinces', 'one', 'ranchhands', 'marry', 'rebecca', 'must', 'find', 'strength', 'forget', 'man', 'abandoned', 'begin', 'new', 'life']",[],['romance'],[],[],['marry'],[],['father'],[],"Romantic Relationships, Family relationships, ",,True,,,,,,,True,
59,59,16817,27593,2029932.In_Odd_We_Trust,In Odd We Trust,Odd Thomas Graphic Novel #1,"Dean Koontz (Goodreads Author), Queenie Chan (Goodreads Author)","“Meet a young man named Odd . . . who helps the dead get even.""From the infinite imagination of #1 New York Times bestselling author Dean Koontz comes the suspenseful graphic-novel debut of a natural-born hero with a supernatural twist.Odd Thomas is a regular nineteen-year-old with an unusual gift: the ability to see the lingering spirits of the dead. To Odd, it’s not such a big deal. And most folks in sleepy Pico Mundo, California, are much more interested in the irresistible pancakes Odd whips up at the local diner. Still, communing with the dead can be useful. Because while some spirits only want a little company . . . others want justice. When the sad specter of a very frightened boy finds its way to him, Odd vows to root out the evil suddenly infecting the sunny streets of Pico Mundo. But even with his exceptional ability–plus the local police and his pistol-packing girlfriend, Stormy, backing him–is Odd any match for a faceless stalker who’s always a step ahead . . . and determined to kill again?",9.78035E+12,"['Graphic Novels', 'Horror', 'Fiction', 'Fantasy', 'Mystery', 'Paranormal', 'Manga', 'Comics', 'Thriller', 'Supernatural']",204.0,June 24th 2008,Fiction,,,,Fantasy,,,Manga,Thriller,Graphic Novels,,"['meet', 'young', 'man', 'named', 'odd', 'helps', 'dead', 'get', 'evenfrom', 'infinite', 'imagination', 'new', 'york', 'times', 'bestselling', 'author', 'dean', 'koontz', 'comes', 'suspenseful', 'graphicnovel', 'debut', 'naturalborn', 'hero', 'supernatural', 'twistodd', 'thomas', 'regular', 'nineteenyearold', 'unusual', 'gift', 'ability', 'see', 'lingering', 'spirits', 'dead', 'odd', 'big', 'deal', 'folks', 'sleepy', 'pico', 'mundo', 'california', 'much', 'interested', 'irresistible', 'pancakes', 'odd', 'whips', 'local', 'diner', 'still', 'communing', 'dead', 'useful', 'spirits', 'want', 'little', 'company', 'others', 'want', 'justice', 'sad', 'specter', 'frightened', 'boy', 'finds', 'way', 'odd', 'vows', 'root', 'evil', 'suddenly', 'infecting', 'sunny', 'streets', 'pico', 'mundo', 'even', 'exceptional', 'abilityplus', 'local', 'police', 'pistolpacking', 'girlfriend', 'stormy', 'backing', 'himis', 'odd', 'match', 'faceless', 'stalker', 'whos', 'always', 'step', 'ahead', 'determined', 'kill']",[],[],[],[],[],[],[],[],Death,,,,,,,,True,,
60,60,17393,28753,2045705.The_Lost_Clue,The Lost Clue,,Mrs. O.F. Walton,"In this intriguing mystery, Captain Fortesque finds himself torn between two loyalties. Having been educated in the finest schools of England, he enjoyed acceptance in high society, but kept his true upbringing a secret. Then the day came that changed the course of his life. It all started with the mysterious note that could only be read after his father’s death. Will he be able to endure the dramatic challenges he will now face?In the meantime, everything in Daisy Bank seemed crooked and out of shape. Across stretches of dark stagnant water, Marjorie wandered over the wilderness of ashes, wondering how anything could grow in such poor and barren soil. But she learns that even in the midst of that bleak, coal-mining region, she can be ‘a tree of the Lord’s planting,’ bringing sunshine and growth to the dark, dreary world in which she finds herself.",9.78158E+12,"['Fiction', 'Mystery', 'Christian Fiction', 'Classics', 'Romance', 'Christian', 'Childrens', 'Historical Fiction']",288.0,Published,Fiction,,Childrens,,,,,,,,Romance,"['intriguing', 'mystery', 'captain', 'fortesque', 'finds', 'torn', 'two', 'loyalties', 'educated', 'finest', 'schools', 'england', 'enjoyed', 'acceptance', 'high', 'society', 'kept', 'true', 'upbringing', 'secret', 'day', 'came', 'changed', 'course', 'life', 'started', 'mysterious', 'note', 'could', 'read', 'fathers', 'death', 'able', 'endure', 'dramatic', 'challenges', 'facein', 'meantime', 'everything', 'daisy', 'bank', 'seemed', 'crooked', 'shape', 'across', 'stretches', 'dark', 'stagnant', 'water', 'marjorie', 'wandered', 'wilderness', 'ashes', 'wondering', 'anything', 'could', 'grow', 'poor', 'barren', 'soil', 'learns', 'even', 'midst', 'bleak', 'coalmining', 'region', 'tree', 'lords', 'planting', 'bringing', 'sunshine', 'growth', 'dark', 'dreary', 'world', 'finds']",[],[],[],[],[],['death'],[],[],"Death, Family Relationships",,,,,,,,True,True,
61,61,18167,30459,20262014-infernal-father-of-mine,Infernal Father of Mine,Overworld Chronicles #7,John Corwin (Goodreads Author),"EVERYBODY HAS DADDY ISSUESJustin's reunion with his father starts with a punch to the face and their capture by Exorcists, a cult branch of the Templars supposedly disbanded centuries ago. The Exorcists banish Justin and his father, David, to the Gloom.Fighting to escape exile, Justin discovers everything he knows about his father is a lie. Even worse, the man is a complete jackass who won't give a straight answer to the simplest of questions. But when they stumble upon a secret army being grown by one of Daelissa's minions, they realize much more than a healthy father-son relationship is at stake.Justin and his father will have to escape the Gloom, bring back reinforcements, and crush the enemy before Daelissa marches her forces into the real world. Unfortunately, the army stands between them and freedom. Daddy issues will have to wait. The war starts now.",B00J9RQ3C4,"['Urban Fantasy', 'Fantasy', 'Supernatural', 'Magic', 'Young Adult', 'Demons', 'Paranormal', 'Romance', 'Fiction', 'Angels']",403.0,March 20th 2014,Fiction,Young Adult,,,Fantasy,,,,,,Romance,"['everybody', 'daddy', 'issuesjustins', 'reunion', 'father', 'starts', 'punch', 'face', 'capture', 'exorcists', 'cult', 'branch', 'templars', 'supposedly', 'disbanded', 'centuries', 'ago', 'exorcists', 'banish', 'justin', 'father', 'david', 'gloomfighting', 'escape', 'exile', 'justin', 'discovers', 'everything', 'knows', 'father', 'lie', 'even', 'worse', 'man', 'complete', 'jackass', 'wont', 'give', 'straight', 'answer', 'simplest', 'questions', 'stumble', 'upon', 'secret', 'army', 'grown', 'one', 'daelissas', 'minions', 'realize', 'much', 'healthy', 'fatherson', 'relationship', 'stakejustin', 'father', 'escape', 'gloom', 'bring', 'back', 'reinforcements', 'crush', 'enemy', 'daelissa', 'marches', 'forces', 'real', 'world', 'unfortunately', 'army', 'stands', 'freedom', 'daddy', 'issues', 'wait', 'war', 'starts']",[],['relationship'],[],[],[],[],['father'],[],Family Relationships,,,,,,,,,True,
62,62,18195,30512,179073.The_Open_Boat_and_Other_Stories,The Open Boat and Other Stories,,Stephen Crane,"Four prized selections by one of America's greatest writers: ""The Open Boat,"" based on a harrowing incident in the author's life: the 1897 sinking of a ship on which he was a passenger; ""The Blue Hotel"" and ""The Bride Comes to Yellow Sky,"" reflecting Crane's early travels in Mexico and the American Southwest; and the novella Maggie: A Girl of the Streets, a galvanizing portrait of life in the slums of New York City.",9.78049E+12,"['Short Stories', 'Fiction', 'Classics', 'Literature', 'American', 'School', '19th Century', 'Anthologies', 'Adventure', 'American Classics']",112.0,May 12th 1993,Fiction,,,,,,,,,,,"['four', 'prized', 'selections', 'one', 'americas', 'greatest', 'writers', 'open', 'boat', 'based', 'harrowing', 'incident', 'authors', 'life', 'sinking', 'ship', 'passenger', 'blue', 'hotel', 'bride', 'comes', 'yellow', 'sky', 'reflecting', 'cranes', 'early', 'travels', 'mexico', 'american', 'southwest', 'novella', 'maggie', 'girl', 'streets', 'galvanizing', 'portrait', 'life', 'slums', 'new', 'york', 'city']",[],[],[],[],[],[],[],[],Moving/Immigrating,,,,,,True,,,,
63,63,18240,30596,250355.The_White_Dragon,The White Dragon,Chronicles of Sirkara #2,Laura Resnick,"By the author of ""In Legend Born"" It is a time of vast changes in the island nation of Sileria. Oppressed for centuries by one conqueror after another, this land of fierce pride and ancient rivalries awaited the prophesied Firebringer, who would free them. Josarian, a mountain peasant, survived his leap into the volcano to become the Firebringer. He united the impoverished shallaheen, the magical fire-wielding Guardians, and the vastly powerful mages known as Waterlords in an unprecedented alliance that defeated the foreign Valdani who had ruled Sileria for too long. But now Josarian is dead, betrayed by the alliance and slain by the ice-dragon of Kiloran, the most powerful Waterlord in Sileria. Tansen, Josarian's second-in-command, has taken up the banner of independence, and leads the shallaheen and the Guardians against the Waterlords so that Sileria can be free of a tyranny far worse than Valdani rule. As the volcano goddess Dar rumbles her displeasure in earthquakes and lava flows, the forces of fate, prophecy, and magic combine to create new heroes--from the desolate mountains, from the water-starved cities, from the sea, and even from beneath the earth. Ancient forces join with unlikely allies to fulfill the prophecies that inspire revolt and excite religious fervor. But in Sileria, betrayal has long been a way of life, and it wears many faces as the ambitions of the high and the low ensnare the fates of people across the land, wreaking havoc among the faithful. With consummate narrative skill, Laura Resnick brings to life the excitement and adventure of this magical land in its epic struggle to find its true leaders, heal ancient wounds, and chart a path out of chaos to a new day of peace. ",9.78081E+12,"['Fantasy', 'Epic Fantasy', 'Fiction', 'High Fantasy', 'Dragons', 'Magic', 'Science Fiction Fantasy', 'Science Fiction']",672.0,December 7th 2003,Fiction,,,,Fantasy,,,,,,,"['author', 'legend', 'born', 'time', 'vast', 'changes', 'island', 'nation', 'sileria', 'oppressed', 'centuries', 'one', 'conqueror', 'another', 'land', 'fierce', 'pride', 'ancient', 'rivalries', 'awaited', 'prophesied', 'firebringer', 'would', 'free', 'josarian', 'mountain', 'peasant', 'survived', 'leap', 'volcano', 'become', 'firebringer', 'united', 'impoverished', 'shallaheen', 'magical', 'firewielding', 'guardians', 'vastly', 'powerful', 'mages', 'known', 'waterlords', 'unprecedented', 'alliance', 'defeated', 'foreign', 'valdani', 'ruled', 'sileria', 'long', 'josarian', 'dead', 'betrayed', 'alliance', 'slain', 'icedragon', 'kiloran', 'powerful', 'waterlord', 'sileria', 'tansen', 'josarians', 'secondincommand', 'taken', 'banner', 'independence', 'leads', 'shallaheen', 'guardians', 'waterlords', 'sileria', 'free', 'tyranny', 'far', 'worse', 'valdani', 'rule', 'volcano', 'goddess', 'dar', 'rumbles', 'displeasure', 'earthquakes', 'lava', 'flows', 'forces', 'fate', 'prophecy', 'magic', 'combine', 'create', 'new', 'heroesfrom', 'desolate', 'mountains', 'waterstarved', 'cities', 'sea', 'even', 'beneath', 'earth', 'ancient', 'forces', 'join', 'unlikely', 'allies', 'fulfill', 'prophecies', 'inspire', 'revolt', 'excite', 'religious', 'fervor', 'sileria', 'betrayal', 'long', 'way', 'life', 'wears', 'many', 'faces', 'ambitions', 'high', 'low', 'ensnare', 'fates', 'people', 'across', 'land', 'wreaking', 'havoc', 'among', 'faithful', 'consummate', 'narrative', 'skill', 'laura', 'resnick', 'brings', 'life', 'excitement', 'adventure', 'magical', 'land', 'epic', 'struggle', 'find', 'true', 'leaders', 'heal', 'ancient', 'wounds', 'chart', 'path', 'chaos', 'new', 'day', 'peace']",[],[],[],[],[],[],[],[],Death,,,,,,,,True,,
64,64,18433,30997,17999747-we,We,,Michael Landweber (Goodreads Author),"After an accident, forty-year-old Ben Arnold regains consciousness in the kitchen of the house he grew up in. Only he feels different, lighter somehow. Something is horribly wrong. Ben is swept into the arms of his mother, who he hasn’t seen in twenty years. She calls him by his childhood nickname, Binky. He sees a younger, unbroken version of his father. His estranged brother is there, reverted back to his awkward teenage self. Finally, adding horror to his confusion, he glimpses his older sister Sara as she runs out the door to meet her boyfriend.Sara, whose absence he has felt every day since her death.Ben is a mere hitchhiker, a parasite in the brain of seven-year-old Binky, and his younger self is not happy to have him there.It is three days before his sister will be attacked. Ben knows he has to save Sara but first he must gain Binky’s trust. Even if he can get Binky to say the right words, to do theright thing, who will believe that a young boy can foretell the future?",9.7816E+12,['Fiction'],196.0,September 1st 2013,Fiction,,,,,,,,,,,"['accident', 'fortyyearold', 'ben', 'arnold', 'regains', 'consciousness', 'kitchen', 'house', 'grew', 'feels', 'different', 'lighter', 'somehow', 'something', 'horribly', 'wrong', 'ben', 'swept', 'arms', 'mother', 'hasnt', 'seen', 'twenty', 'years', 'calls', 'childhood', 'nickname', 'binky', 'sees', 'younger', 'unbroken', 'version', 'father', 'estranged', 'brother', 'reverted', 'back', 'awkward', 'teenage', 'self', 'finally', 'adding', 'horror', 'confusion', 'glimpses', 'older', 'sister', 'sara', 'runs', 'door', 'meet', 'boyfriendsara', 'whose', 'absence', 'felt', 'every', 'day', 'since', 'deathben', 'mere', 'hitchhiker', 'parasite', 'brain', 'sevenyearold', 'binky', 'younger', 'self', 'happy', 'thereit', 'three', 'days', 'sister', 'attacked', 'ben', 'knows', 'save', 'sara', 'first', 'must', 'gain', 'binkys', 'trust', 'even', 'get', 'binky', 'say', 'right', 'words', 'theright', 'thing', 'believe', 'young', 'boy', 'foretell', 'future']",[],[],[],[],[],[],"['mother', 'brother', 'sister', 'father']",[],"Family Relationships, Death, Romantic Relationships",,True,,,,,,True,True,
